step,type,txn_val,nameOrig,old_bal,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
37,PAYMENT,662.94,C1830736256,0.0,0.0,M2121582052,0.0,0.0,0
162,PAYMENT,8826.59,C863516590,199551.0,190724.41,M1668403346,0.0,0.0,0
209,TRANSFER,309508.44,C588685114,0.0,0.0,C1435946153,451109.89,760618.33,0
156,PAYMENT,4093.08,C1817399727,733238.96,729145.89,M1298396185,0.0,0.0,0
41,PAYMENT,7507.68,C334721314,31344.0,23836.32,M772657123,0.0,0.0,0
236,PAYMENT,4701.36,C18907126,0.0,0.0,M1133760377,0.0,0.0,0
331,TRANSFER,291509.83,C590769625,0.0,0.0,C2126727328,7289308.42,7580818.24,0
283,PAYMENT,11629.0,C542861416,0.0,0.0,M1070979828,0.0,0.0,0
47,PAYMENT,1009.97,C1310207931,41523.27,40513.3,M577978225,0.0,0.0,0
16,PAYMENT,5388.87,C1355274418,179.0,0.0,M1221851662,0.0,0.0,0
185,PAYMENT,33837.08,C1988961832,30200.8,0.0,M844656844,0.0,0.0,0
18,TRANSFER,444410.04,C851743565,0.0,0.0,C219771880,5232090.59,5676500.64,0
39,TRANSFER,517869.95,C967369297,0.0,0.0,C587433505,1368356.58,1886226.53,0
209,PAYMENT,2659.75,C1984745252,0.0,0.0,M1583320093,0.0,0.0,0
203,PAYMENT,3991.36,C1878455971,0.0,0.0,M141257798,0.0,0.0,0
331,PAYMENT,7110.08,C754707109,0.0,0.0,M1605102255,0.0,0.0,0
256,PAYMENT,4867.4,C604660056,9824.0,4956.6,M748137305,0.0,0.0,0
297,TRANSFER,178619.95,C1352820357,11001.0,0.0,C964286062,1935.63,180555.58,0
403,PAYMENT,4249.37,C1120953985,40366.91,36117.54,M1502396915,0.0,0.0,0
355,TRANSFER,2046898.44,C943271935,102775.0,0.0,C739109888,0.0,2046898.44,0
44,PAYMENT,27464.58,C1980067057,113317.62,85853.04,M697145171,0.0,0.0,0
514,PAYMENT,11939.93,C248173582,19430.0,7490.07,M1283707201,0.0,0.0,0
40,PAYMENT,1890.06,C1354569046,0.0,0.0,M2013649502,0.0,0.0,0
397,PAYMENT,11239.77,C977623717,0.0,0.0,M2016092509,0.0,0.0,0
235,PAYMENT,7215.49,C314998413,0.0,0.0,M1916189186,0.0,0.0,0
133,PAYMENT,4216.14,C1135147541,31861.0,27644.86,M1438823246,0.0,0.0,0
213,PAYMENT,5295.14,C894401150,116958.87,111663.73,M1823616138,0.0,0.0,0
41,PAYMENT,11007.2,C399193444,11385.0,377.8,M1558924264,0.0,0.0,0
249,TRANSFER,214776.39,C226774317,0.0,0.0,C2027339448,1233483.56,1448259.95,0
383,PAYMENT,2303.89,C1028288226,107.0,0.0,M410713806,0.0,0.0,0
381,TRANSFER,160671.35,C258474266,0.0,0.0,C1766472277,1590082.95,1750754.3,0
43,PAYMENT,29695.5,C405298416,312.0,0.0,M346801029,0.0,0.0,0
297,PAYMENT,21859.98,C519521798,0.0,0.0,M1759877004,0.0,0.0,0
380,PAYMENT,44629.17,C1999017283,0.0,0.0,M100814291,0.0,0.0,0
37,TRANSFER,1202172.04,C1314730314,2064.0,0.0,C1641858968,805836.45,2008008.49,0
404,PAYMENT,5631.01,C1594739360,100250.0,94618.99,M1249266629,0.0,0.0,0
215,PAYMENT,3145.56,C1352683120,115.0,0.0,M1897508455,0.0,0.0,0
137,PAYMENT,13629.94,C1124406896,19321.12,5691.18,M1240538411,0.0,0.0,0
305,PAYMENT,21036.03,C207342721,105986.0,84949.97,M1981223673,0.0,0.0,0
351,TRANSFER,2940732.53,C1574275010,0.0,0.0,C701692548,8334998.0,11275730.53,0
431,PAYMENT,340.08,C170117020,0.0,0.0,M1851796018,0.0,0.0,0
382,PAYMENT,72407.13,C101668226,2260.74,0.0,M392527439,0.0,0.0,0
354,PAYMENT,24883.84,C525175661,8856.86,0.0,M63652369,0.0,0.0,0
132,TRANSFER,202022.05,C2093753250,4642.0,0.0,C642500410,7987180.23,8189202.27,0
43,PAYMENT,7821.45,C2123166598,0.0,0.0,M579366867,0.0,0.0,0
181,TRANSFER,313848.24,C1783233888,100365.0,0.0,C2029015445,0.0,313848.24,0
399,PAYMENT,19221.34,C32279187,0.0,0.0,M647870178,0.0,0.0,0
396,PAYMENT,1392.2,C387818321,11746.0,10353.8,M1781131290,0.0,0.0,0
302,PAYMENT,29837.89,C548669564,0.0,0.0,M1675191889,0.0,0.0,0
258,PAYMENT,11369.38,C1143395661,3711.0,0.0,M1777170165,0.0,0.0,0
278,PAYMENT,2706.23,C2123014833,12098.0,9391.77,M801835179,0.0,0.0,0
183,PAYMENT,12485.57,C613540363,2710.0,0.0,M1403139978,0.0,0.0,0
274,PAYMENT,3419.05,C465166570,4096.0,676.95,M1276688458,0.0,0.0,0
19,TRANSFER,275392.22,C2104484714,107794.0,0.0,C1569149103,64947.44,340339.65,0
215,PAYMENT,6541.22,C691060070,0.0,0.0,M981727711,0.0,0.0,0
18,TRANSFER,990979.54,C33195802,619.0,0.0,C2137760777,4817704.73,5808684.28,0
19,TRANSFER,194334.63,C400914901,0.0,0.0,C18496128,2185899.11,2380233.74,0
375,PAYMENT,22088.55,C536569941,60658.0,38569.45,M1152660412,0.0,0.0,0
352,PAYMENT,38840.49,C1908118286,17978.22,0.0,M1540132329,0.0,0.0,0
19,PAYMENT,1436.24,C2060989134,0.0,0.0,M29250607,0.0,0.0,0
239,PAYMENT,16287.6,C356716449,1069.0,0.0,M607631516,0.0,0.0,0
355,PAYMENT,4467.95,C594022604,0.0,0.0,M1067327412,0.0,0.0,0
186,TRANSFER,247178.85,C732566977,0.0,0.0,C193560352,1272107.89,1519286.75,0
324,PAYMENT,4472.16,C1803613989,81058.85,76586.69,M1179116700,0.0,0.0,0
12,PAYMENT,1823.82,C1008997382,611989.02,610165.2,M1871844311,0.0,0.0,0
185,TRANSFER,539925.49,C981970150,71591.0,0.0,C1754286473,707148.38,1005905.88,0
326,PAYMENT,12338.33,C461330576,14258.0,1919.67,M1838564841,0.0,0.0,0
313,TRANSFER,1258629.7,C469862910,0.0,0.0,C1620372721,1821392.91,3080022.61,0
284,PAYMENT,5370.75,C2004608550,0.0,0.0,M158530393,0.0,0.0,0
186,TRANSFER,893123.63,C456438491,23073.34,0.0,C1697188146,4945482.5,5838606.13,0
33,PAYMENT,5868.6,C195226301,21129.0,15260.4,M193027292,0.0,0.0,0
514,PAYMENT,19113.52,C1588519271,69329.0,50215.48,M1451890452,0.0,0.0,0
229,PAYMENT,55728.05,C950603665,11421.0,0.0,M693950183,0.0,0.0,0
177,TRANSFER,516350.34,C1154386167,42.0,0.0,C167746489,0.0,627314.36,0
452,PAYMENT,12123.69,C1627365535,0.0,0.0,M945276822,0.0,0.0,0
395,PAYMENT,4206.88,C4499642,0.0,0.0,M683825764,0.0,0.0,0
260,PAYMENT,716.54,C1679460887,0.0,0.0,M1318581553,0.0,0.0,0
252,PAYMENT,12183.47,C859602418,262.0,0.0,M829956038,0.0,0.0,0
378,PAYMENT,28750.71,C925550230,60563.0,31812.29,M1582458037,0.0,0.0,0
214,PAYMENT,32469.11,C1392697574,62023.35,29554.23,M1397340192,0.0,0.0,0
227,PAYMENT,10660.42,C642192757,0.0,0.0,M468750415,0.0,0.0,0
33,PAYMENT,1256.59,C1170744715,30334.42,29077.83,M780133747,0.0,0.0,0
354,PAYMENT,4304.03,C1472374949,125749.0,121444.97,M1742747851,0.0,0.0,0
37,PAYMENT,18141.92,C1957971689,174976.0,156834.08,M1628483704,0.0,0.0,0
136,PAYMENT,4711.38,C464228030,52065.0,47353.62,M2083100941,0.0,0.0,0
158,PAYMENT,42631.54,C196247710,72083.0,29451.46,M1792050672,0.0,0.0,0
329,TRANSFER,3522840.89,C17264350,0.0,0.0,C2107935820,22244596.03,25767436.92,0
350,PAYMENT,10514.4,C82811513,0.0,0.0,M1857153846,0.0,0.0,0
216,PAYMENT,964.42,C1670716271,212107.0,211142.58,M54143759,0.0,0.0,0
132,PAYMENT,4230.36,C738382539,0.0,0.0,M1409500392,0.0,0.0,0
40,PAYMENT,21476.93,C409198601,99913.0,78436.07,M1724713152,0.0,0.0,0
163,PAYMENT,5065.92,C2079625969,114446.13,109380.21,M728017941,0.0,0.0,0
11,PAYMENT,6517.46,C1259534432,121383.0,114865.54,M1943191901,0.0,0.0,0
13,PAYMENT,1986.92,C1732497760,207173.09,205186.17,M1273410078,0.0,0.0,0
283,PAYMENT,979.8,C1635093168,49971.0,48991.2,M530560529,0.0,0.0,0
347,PAYMENT,28492.42,C328212231,0.0,0.0,M949018320,0.0,0.0,0
328,PAYMENT,4865.23,C2071414585,0.0,0.0,M1477633906,0.0,0.0,0
187,PAYMENT,9629.52,C1154791946,0.0,0.0,M1428406073,0.0,0.0,0
132,PAYMENT,2063.37,C178152335,458086.0,456022.63,M1108399837,0.0,0.0,0
159,PAYMENT,7931.68,C468721574,0.0,0.0,M116046772,0.0,0.0,0
310,PAYMENT,17067.88,C859509883,0.0,0.0,M411150882,0.0,0.0,0
234,PAYMENT,57.68,C1659153104,0.0,0.0,M1832601619,0.0,0.0,0
209,PAYMENT,1789.25,C726988450,2418.0,628.75,M2023187354,0.0,0.0,0
250,TRANSFER,5062796.47,C279237552,202144.0,0.0,C1147738,519878.82,5582675.3,0
282,TRANSFER,327089.33,C80823596,19141.0,0.0,C771656304,80283.19,407372.52,0
544,TRANSFER,317094.81,C1662038137,0.0,0.0,C443531946,401663.32,718758.14,0
213,PAYMENT,4263.92,C845297335,8320.0,4056.08,M1019104595,0.0,0.0,0
41,PAYMENT,1091.08,C1287060098,0.0,0.0,M889712036,0.0,0.0,0
332,TRANSFER,94334.72,C2101388085,0.0,0.0,C1034519088,956378.03,1050712.75,0
308,TRANSFER,478991.83,C38456315,0.0,0.0,C784385951,2709702.24,3188694.07,0
279,TRANSFER,755403.29,C726891504,158706.0,0.0,C2145854915,0.0,755403.29,0
42,PAYMENT,10567.06,C301125556,40597.0,30029.94,M678628875,0.0,0.0,0
39,PAYMENT,3446.57,C1058044368,28394.0,24947.43,M1050081844,0.0,0.0,0
215,PAYMENT,8636.2,C694783406,22384.0,13747.8,M347289755,0.0,0.0,0
154,PAYMENT,6514.75,C1549045963,5575.0,0.0,M1455041590,0.0,0.0,0
307,PAYMENT,14728.51,C547912376,23654.0,8925.49,M1772102099,0.0,0.0,0
377,PAYMENT,5734.88,C2017571864,15232.0,9497.12,M1801227989,0.0,0.0,0
228,PAYMENT,23931.27,C1527821624,281.0,0.0,M1027093597,0.0,0.0,0
129,TRANSFER,131316.6,C511368015,0.0,0.0,C199781535,4860625.28,5727644.55,0
346,PAYMENT,3753.33,C2036120176,0.0,0.0,M1842629074,0.0,0.0,0
298,PAYMENT,27570.66,C42953875,0.0,0.0,M957710538,0.0,0.0,0
371,PAYMENT,54610.72,C150632370,0.0,0.0,M35847439,0.0,0.0,0
184,PAYMENT,10184.13,C424113667,0.0,0.0,M1997412052,0.0,0.0,0
377,PAYMENT,6165.4,C943261252,21869.0,15703.6,M332782451,0.0,0.0,0
185,TRANSFER,1520064.36,C539512047,348185.0,0.0,C20978179,310922.76,2419433.94,0
372,PAYMENT,7306.86,C400130491,77239.77,69932.91,M1575592128,0.0,0.0,0
286,TRANSFER,583364.44,C2050733615,0.0,0.0,C1118052446,26705364.11,27288728.55,0
348,PAYMENT,21523.91,C1152477022,158504.43,136980.52,M2005074735,0.0,0.0,0
331,PAYMENT,13527.32,C742240019,20735.0,7207.68,M1765273851,0.0,0.0,0
370,PAYMENT,18877.03,C70134566,924.0,0.0,M1574138533,0.0,0.0,0
47,TRANSFER,121898.39,C626470591,0.0,0.0,C455726379,1498417.84,1620316.23,0
162,TRANSFER,10419.17,C1620641727,0.0,0.0,C1446150281,364303.36,374722.53,0
205,PAYMENT,13117.79,C230860431,32403.0,19285.21,M1681081362,0.0,0.0,0
405,PAYMENT,9579.56,C1120133083,22756.0,13176.44,M51879615,0.0,0.0,0
681,TRANSFER,595188.96,C458039031,11580.0,0.0,C1349085491,1143869.09,1739058.05,0
283,PAYMENT,52550.13,C1797534261,16649.85,0.0,M2068400228,0.0,0.0,0
132,PAYMENT,4532.21,C217960969,21022.0,16489.79,M116937565,0.0,0.0,0
283,PAYMENT,4486.14,C886527467,21380.16,16894.02,M1482976774,0.0,0.0,0
403,PAYMENT,15773.98,C380510492,13738.03,0.0,M1718993397,0.0,0.0,0
164,PAYMENT,4999.86,C1617345177,24466.91,19467.04,M1240548993,0.0,0.0,0
40,TRANSFER,1673084.38,C2038024888,0.0,0.0,C1167813715,4334191.52,6007275.9,0
217,PAYMENT,4686.25,C1984715592,33190.0,28503.75,M1587390575,0.0,0.0,0
500,PAYMENT,877.09,C2014628513,303392.4,302515.31,M2136485916,0.0,0.0,0
371,PAYMENT,12505.23,C1677687925,52745.0,40239.77,M1399399617,0.0,0.0,0
379,TRANSFER,795714.83,C1864654143,52130.0,0.0,C1315100784,82500.81,878215.64,0
302,TRANSFER,2455430.62,C1360659317,32310.0,0.0,C1454381102,0.0,2455430.62,0
18,TRANSFER,1952656.99,C263747319,0.0,0.0,C676877997,2798613.91,4751270.9,0
137,PAYMENT,43497.76,C1645598878,5060.0,0.0,M884811556,0.0,0.0,0
398,PAYMENT,30914.15,C1380936855,840.0,0.0,M1021635458,0.0,0.0,0
305,PAYMENT,21213.56,C1468524163,165468.17,144254.61,M700109127,0.0,0.0,0
140,TRANSFER,103958.42,C452915254,0.0,0.0,C90541565,432251.17,536209.58,0
227,PAYMENT,4603.88,C702819278,0.0,0.0,M961650965,0.0,0.0,0
19,TRANSFER,66058.03,C114038316,0.0,0.0,C1560177503,5621471.49,5687529.53,0
284,PAYMENT,5629.19,C1584407775,14538.0,8908.81,M1769515644,0.0,0.0,0
228,TRANSFER,2008020.23,C1874758959,10649.0,0.0,C2140785056,8138.23,2016158.46,0
550,PAYMENT,13146.51,C2104904243,63160.06,50013.55,M1678709281,0.0,0.0,0
212,PAYMENT,852.06,C1115705369,33803.26,32951.2,M220665618,0.0,0.0,0
231,PAYMENT,10752.77,C735736961,105834.0,95081.23,M1617479332,0.0,0.0,0
263,TRANSFER,526451.97,C1651003352,0.0,0.0,C1249074298,2262618.8,2789070.77,0
327,PAYMENT,3596.09,C33258903,0.0,0.0,M995627907,0.0,0.0,0
131,PAYMENT,25681.17,C836729153,0.0,0.0,M1088228478,0.0,0.0,0
41,PAYMENT,15386.69,C1517532181,9649.0,0.0,M1577874525,0.0,0.0,0
383,PAYMENT,9059.61,C535337548,58612.0,49552.39,M687823499,0.0,0.0,0
186,PAYMENT,5159.08,C1122443010,0.0,0.0,M1669675125,0.0,0.0,0
545,PAYMENT,1894.96,C1463993367,12507.0,10612.04,M73289009,0.0,0.0,0
203,PAYMENT,14899.35,C1924072196,258506.0,243606.65,M111235691,0.0,0.0,0
592,PAYMENT,8759.49,C88267030,0.0,0.0,M494296678,0.0,0.0,0
252,PAYMENT,7113.49,C1709094180,0.0,0.0,M1180724766,0.0,0.0,0
140,PAYMENT,534.26,C1371937492,720173.0,719638.74,M495923246,0.0,0.0,0
129,TRANSFER,565173.18,C161790428,0.0,0.0,C1996122613,1405337.1,1970510.28,0
202,PAYMENT,39493.81,C189112716,0.0,0.0,M1674486115,0.0,0.0,0
34,PAYMENT,8429.59,C1546461783,0.0,0.0,M1354805938,0.0,0.0,0
13,PAYMENT,1642.59,C931758958,0.0,0.0,M261215976,0.0,0.0,0
157,PAYMENT,16934.13,C560257004,11455.0,0.0,M801220634,0.0,0.0,0
187,PAYMENT,13033.82,C515400014,0.0,0.0,M138614621,0.0,0.0,0
187,PAYMENT,125.73,C1185385592,26561.0,26435.27,M1291784260,0.0,0.0,0
95,TRANSFER,689688.36,C462229145,0.0,0.0,C435365761,4072315.74,4762004.1,0
528,PAYMENT,17698.33,C1654390321,10383.31,0.0,M252921187,0.0,0.0,0
400,TRANSFER,45255.21,C162894393,0.0,0.0,C160269276,840113.99,885369.19,0
284,TRANSFER,317432.69,C472237734,164.0,0.0,C74449672,304233.01,575042.91,0
300,PAYMENT,2621.85,C138818994,0.0,0.0,M704475692,0.0,0.0,0
204,PAYMENT,1966.42,C1622240488,43352.0,41385.58,M1989347120,0.0,0.0,0
17,PAYMENT,19426.66,C945454909,0.0,0.0,M1248380252,0.0,0.0,0
285,PAYMENT,25165.01,C351565227,0.0,0.0,M1867669406,0.0,0.0,0
401,TRANSFER,156617.96,C1081195823,0.0,0.0,C191752947,871666.33,1028284.29,0
38,PAYMENT,2851.61,C1303512673,0.0,0.0,M1207071446,0.0,0.0,0
129,PAYMENT,12263.28,C1169368477,121356.0,109092.72,M1117492657,0.0,0.0,0
397,TRANSFER,1338358.46,C97755536,227.0,0.0,C1588219714,32355.15,1370713.61,0
281,PAYMENT,4393.99,C1847000720,34612.0,30218.01,M2044514809,0.0,0.0,0
397,PAYMENT,28981.95,C88519421,0.0,0.0,M1646278909,0.0,0.0,0
644,PAYMENT,13371.4,C195428702,20000.0,6628.6,M1921388268,0.0,0.0,0
251,PAYMENT,34257.84,C701652834,748.0,0.0,M167689315,0.0,0.0,0
310,PAYMENT,16246.07,C1489203773,55435.0,39188.93,M396101644,0.0,0.0,0
235,PAYMENT,6557.18,C1303235469,48690.44,42133.25,M1501730882,0.0,0.0,0
20,PAYMENT,16465.81,C1273507966,5062.0,0.0,M1303153921,0.0,0.0,0
329,PAYMENT,9029.34,C768417181,101781.33,92751.99,M1863677661,0.0,0.0,0
354,PAYMENT,13940.68,C861263789,0.0,0.0,M699117366,0.0,0.0,0
375,PAYMENT,15555.74,C1411828289,100105.0,84549.26,M500483164,0.0,0.0,0
286,PAYMENT,8191.65,C1423842319,9257.0,1065.35,M1226572492,0.0,0.0,0
305,PAYMENT,16119.91,C301230351,0.0,0.0,M557548774,0.0,0.0,0
307,PAYMENT,49189.39,C451731057,31415.0,0.0,M1633235380,0.0,0.0,0
255,PAYMENT,14678.98,C87345250,42538.0,27859.02,M1256102115,0.0,0.0,0
687,PAYMENT,832.71,C162830596,0.0,0.0,M835073676,0.0,0.0,0
208,PAYMENT,3635.11,C632769777,0.0,0.0,M2022489736,0.0,0.0,0
350,PAYMENT,16372.74,C276352128,0.0,0.0,M69180330,0.0,0.0,0
13,TRANSFER,119412.13,C948900716,432156.37,312744.24,C366015139,5722575.49,6968706.36,0
347,PAYMENT,9204.34,C254707562,0.0,0.0,M1934828137,0.0,0.0,0
469,PAYMENT,18418.06,C1046615912,15689.0,0.0,M662962581,0.0,0.0,0
354,PAYMENT,23890.49,C1001500343,0.0,0.0,M62654577,0.0,0.0,0
282,PAYMENT,10885.14,C962734993,5074.0,0.0,M481246766,0.0,0.0,0
251,TRANSFER,189989.0,C111723938,0.0,0.0,C1296032132,1676408.57,1866397.57,0
188,TRANSFER,471006.01,C775599049,57136.0,0.0,C1164550410,3657.49,474663.51,0
687,PAYMENT,3172.85,C742284372,9524.0,6351.15,M1455815668,0.0,0.0,0
280,PAYMENT,8925.94,C848685814,28381.5,19455.56,M2033727370,0.0,0.0,0
550,PAYMENT,11799.93,C1505483840,170.0,0.0,M399628911,0.0,0.0,0
258,TRANSFER,153442.2,C983564563,0.0,0.0,C655715817,363631.79,517073.99,0
211,PAYMENT,1734.24,C68884842,0.0,0.0,M841132318,0.0,0.0,0
11,TRANSFER,781925.72,C1841508884,0.0,0.0,C1388365204,894726.13,1970146.15,0
205,PAYMENT,4852.85,C740199579,0.0,0.0,M2057121676,0.0,0.0,0
206,TRANSFER,143051.61,C1874701155,0.0,0.0,C374337852,723619.3,930008.37,0
155,PAYMENT,5160.73,C798574782,0.0,0.0,M1184699195,0.0,0.0,0
230,PAYMENT,15833.91,C301467388,52806.0,36972.09,M1213111308,0.0,0.0,0
14,PAYMENT,3705.31,C696971196,102658.0,98952.69,M59926769,0.0,0.0,0
179,PAYMENT,4255.84,C566423482,0.0,0.0,M1479874467,0.0,0.0,0
159,TRANSFER,837153.72,C1665208477,0.0,0.0,C1629025878,1173604.91,2010758.62,0
310,PAYMENT,16232.75,C848932106,0.0,0.0,M137696008,0.0,0.0,0
325,PAYMENT,12120.48,C901070248,177775.0,165654.52,M772240863,0.0,0.0,0
15,TRANSFER,930014.38,C601721477,2330.0,0.0,C423465504,0.0,930014.38,0
258,PAYMENT,1730.88,C1728042225,268672.43,266941.54,M1346579969,0.0,0.0,0
376,PAYMENT,29072.02,C719453511,406534.17,377462.15,M35156845,0.0,0.0,0
351,PAYMENT,3591.93,C647646639,0.0,0.0,M1664440212,0.0,0.0,0
216,TRANSFER,12578.33,C663907654,0.0,0.0,C59086829,60298.51,72876.83,0
233,TRANSFER,41544.55,C6083666,50870.0,9325.45,C664307447,181994.99,223539.54,0
326,TRANSFER,1406416.88,C874923700,8227.0,0.0,C1036549912,3193582.93,4599999.81,0
403,PAYMENT,10443.17,C1494138863,102877.0,92433.83,M450255022,0.0,0.0,0
250,TRANSFER,254757.35,C2034658445,0.0,0.0,C740359121,304627.53,559384.88,0
260,PAYMENT,4875.81,C711555270,53098.0,48222.19,M1968621935,0.0,0.0,0
46,PAYMENT,5470.82,C376669688,128773.69,123302.87,M1073905093,0.0,0.0,0
404,PAYMENT,12794.23,C1109923280,110338.0,97543.77,M587166129,0.0,0.0,0
283,PAYMENT,5464.86,C720281697,0.0,0.0,M90462431,0.0,0.0,0
395,TRANSFER,2033788.08,C1319893836,0.0,0.0,C869626717,2586593.12,4794745.05,0
39,PAYMENT,8013.97,C723079966,52078.0,44064.03,M87777027,0.0,0.0,0
33,PAYMENT,9572.93,C1761126371,82312.0,72739.07,M580037712,0.0,0.0,0
162,PAYMENT,7612.44,C30633449,0.0,0.0,M1688047448,0.0,0.0,0
131,PAYMENT,15050.3,C1519477725,38361.0,23310.7,M815416851,0.0,0.0,0
238,PAYMENT,1462.13,C2091975493,227.0,0.0,M177592795,0.0,0.0,0
38,PAYMENT,16168.76,C2007961313,48108.72,31939.96,M1243748267,0.0,0.0,0
204,PAYMENT,7942.5,C1849039109,0.0,0.0,M1882841546,0.0,0.0,0
8,PAYMENT,3110.63,C266452547,1346.0,0.0,M1749368969,0.0,0.0,0
129,PAYMENT,18199.67,C1185571630,879.0,0.0,M1299214437,0.0,0.0,0
514,PAYMENT,9794.5,C1482446098,0.0,0.0,M933261774,0.0,0.0,0
182,PAYMENT,567.77,C736212150,0.0,0.0,M1850310295,0.0,0.0,0
352,PAYMENT,2039.84,C1466858650,0.0,0.0,M2090795223,0.0,0.0,0
213,PAYMENT,10582.0,C386445805,162337.0,151755.0,M639292668,0.0,0.0,0
250,PAYMENT,54698.95,C490032246,0.0,0.0,M536207099,0.0,0.0,0
206,PAYMENT,8185.27,C886336734,0.0,0.0,M1062048299,0.0,0.0,0
380,PAYMENT,1924.64,C679763,207222.0,205297.36,M1267171430,0.0,0.0,0
542,PAYMENT,26403.97,C1144689899,27634.0,1230.03,M1943218860,0.0,0.0,0
380,TRANSFER,2909857.15,C829289534,0.0,0.0,C938066429,6164456.75,13484062.25,0
250,TRANSFER,606039.83,C243720694,54362.0,0.0,C1311412461,0.0,606039.83,0
47,PAYMENT,1358.76,C1826760842,985.0,0.0,M832498070,0.0,0.0,0
186,TRANSFER,752703.18,C2127659681,0.0,0.0,C559483106,4701081.03,5453784.21,0
302,PAYMENT,16388.4,C827462630,0.0,0.0,M1990335867,0.0,0.0,0
305,TRANSFER,2057330.26,C616299978,23986.0,0.0,C721175401,0.0,2057330.26,0
416,PAYMENT,299.82,C1586432150,5386.23,5086.4,M206738777,0.0,0.0,0
373,PAYMENT,18380.2,C1314823818,0.0,0.0,M1492294524,0.0,0.0,0
131,PAYMENT,10758.54,C1184405341,23784.58,13026.05,M898560471,0.0,0.0,0
479,PAYMENT,6570.31,C1069223030,47647.0,41076.69,M886453717,0.0,0.0,0
350,TRANSFER,262412.18,C1388883643,35541.0,0.0,C945280932,806863.16,1069275.35,0
36,PAYMENT,5245.1,C1699988034,0.0,0.0,M1897132217,0.0,0.0,0
313,PAYMENT,10565.63,C133482704,0.0,0.0,M2098008016,0.0,0.0,0
335,PAYMENT,11732.51,C766148114,80782.14,69049.62,M1130023671,0.0,0.0,0
256,PAYMENT,6916.79,C297072811,4349.0,0.0,M865111740,0.0,0.0,0
250,PAYMENT,40882.69,C1829046062,62806.0,21923.31,M1653929424,0.0,0.0,0
332,PAYMENT,6266.95,C1549696736,1924.0,0.0,M360034074,0.0,0.0,0
331,PAYMENT,5454.74,C769485017,0.0,0.0,M138685171,0.0,0.0,0
306,PAYMENT,4463.63,C553014679,11147.0,6683.37,M1957545231,0.0,0.0,0
34,PAYMENT,19116.63,C81408014,0.0,0.0,M599491995,0.0,0.0,0
382,PAYMENT,24267.98,C506331701,10639.0,0.0,M188871611,0.0,0.0,0
357,PAYMENT,8097.59,C49209002,80470.0,72372.41,M1591749850,0.0,0.0,0
234,PAYMENT,21325.49,C728661345,0.0,0.0,M2059369210,0.0,0.0,0
274,TRANSFER,655510.64,C734677802,112956.0,0.0,C233911962,0.0,655510.64,0
233,PAYMENT,19016.58,C289350685,106692.0,87675.42,M892936340,0.0,0.0,0
184,PAYMENT,35729.23,C251061945,0.0,0.0,M34874196,0.0,0.0,0
331,PAYMENT,3274.11,C781374112,1161.0,0.0,M1504912836,0.0,0.0,0
94,PAYMENT,7881.85,C339476337,132.17,0.0,M909609023,0.0,0.0,0
13,PAYMENT,5900.35,C276022857,229588.0,223687.65,M452666749,0.0,0.0,0
231,PAYMENT,4636.76,C1754493333,409970.36,405333.6,M1675254163,0.0,0.0,0
402,PAYMENT,3431.53,C1072563945,0.0,0.0,M1565288202,0.0,0.0,0
251,PAYMENT,11812.6,C1887327929,732.0,0.0,M2032538856,0.0,0.0,0
347,PAYMENT,14185.78,C287007494,0.0,0.0,M983552024,0.0,0.0,0
322,PAYMENT,27629.03,C1908764247,2049.0,0.0,M495419503,0.0,0.0,0
303,PAYMENT,12393.14,C1717850760,0.0,0.0,M1104366257,0.0,0.0,0
300,PAYMENT,17965.17,C1118334920,0.0,0.0,M342858251,0.0,0.0,0
226,PAYMENT,41224.79,C515478757,24650.0,0.0,M407580357,0.0,0.0,0
182,PAYMENT,7063.1,C211854901,143189.77,136126.67,M9604576,0.0,0.0,0
179,PAYMENT,15093.97,C71160024,5941.0,0.0,M131853417,0.0,0.0,0
231,TRANSFER,169725.67,C358075239,0.0,0.0,C469903456,475799.55,645525.23,0
21,PAYMENT,9147.74,C18952166,0.0,0.0,M1496478491,0.0,0.0,0
230,PAYMENT,36681.36,C1241922888,22940.62,0.0,M1381109972,0.0,0.0,0
564,PAYMENT,9699.3,C1986540682,163912.46,154213.16,M144796730,0.0,0.0,0
133,PAYMENT,24707.52,C1244260248,33290.9,8583.38,M782807112,0.0,0.0,0
225,TRANSFER,1439937.23,C402261132,99049.0,0.0,C399098458,719280.5,2159217.73,0
402,PAYMENT,9499.73,C53734438,1183.81,0.0,M184290148,0.0,0.0,0
211,PAYMENT,6969.82,C1211797173,0.0,0.0,M1572499578,0.0,0.0,0
181,PAYMENT,5829.19,C2008355683,118167.0,112337.81,M694715702,0.0,0.0,0
565,PAYMENT,43525.73,C460722924,0.0,0.0,M1101123363,0.0,0.0,0
139,PAYMENT,2438.71,C1097283854,190648.94,188210.22,M1726803573,0.0,0.0,0
8,PAYMENT,12086.65,C1680375189,0.0,0.0,M2077102882,0.0,0.0,0
396,TRANSFER,359072.52,C301887422,0.0,0.0,C414236245,3891235.84,4250308.36,0
35,PAYMENT,9438.32,C1366334824,0.0,0.0,M661061687,0.0,0.0,0
300,PAYMENT,15287.3,C159781789,0.0,0.0,M2086166781,0.0,0.0,0
142,PAYMENT,15683.08,C1347790856,111671.0,95987.92,M1049217818,0.0,0.0,0
